"Ticker","date","Emitent","Data.wykupu","Wartosc.nominalna","Wartosc.emisji","Waluta","Oprocentowanie","numer_wyplaty"
"ABE0726","2023-01-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 1"
"ABE0726","2023-07-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 2"
"ABE0726","2024-01-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 3"
"ABE0726","2024-07-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 4"
"ABE0726","2025-01-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 5"
"ABE0726","2025-07-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 6"
"ABE0726","2026-01-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 7"
"ABE0726","2026-07-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 8"
"ABE0726","2026-07-14","AB","2026-07-14","10 000,00","30 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 9"
"ABE1023","2019-04-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 1"
"ABE1023","2019-10-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 2"
"ABE1023","2020-04-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 3"
"ABE1023","2020-10-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 4"
"ABE1023","2021-04-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 5"
"ABE1023","2021-10-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 6"
"ABE1023","2022-04-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 7"
"ABE1023","2022-10-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 8"
"ABE1023","2023-04-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 9"
"ABE1023","2023-10-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 10"
"ABE1023","2023-10-23","AB","2023-10-23","10 000,00","80 000 000,00","PLN","zmienne WIBOR 6M +  2.5%","# 11"
"ACH0623","2020-09-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 1"
"ACH0623","2020-12-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 2"
"ACH0623","2021-03-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 3"
"ACH0623","2021-06-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 4"
"ACH0623","2021-09-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 5"
"ACH0623","2021-12-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 6"
"ACH0623","2022-03-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 7"
"ACH0623","2022-06-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 8"
"ACH0623","2022-09-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 9"
"ACH0623","2022-12-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 10"
"ACH0623","2023-03-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 11"
"ACH0623","2023-06-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 12"
"ACH0623","2023-06-25","ARCHE","2023-06-25","1 000,00","11 000 000,00","PLN","stałe 6%","# 13"
"ACH0725","2022-10-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 1"
"ACH0725","2023-01-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 2"
"ACH0725","2023-04-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 3"
"ACH0725","2023-07-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 4"
"ACH0725","2023-10-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 5"
"ACH0725","2024-01-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 6"
"ACH0725","2024-04-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 7"
"ACH0725","2024-07-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 8"
"ACH0725","2024-10-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 9"
"ACH0725","2025-01-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 10"
"ACH0725","2025-04-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 11"
"ACH0725","2025-07-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 12"
"ACH0725","2025-07-22","ARCHE","2025-07-22","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 13"
"ACH1123","2021-02-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 1"
"ACH1123","2021-05-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 2"
"ACH1123","2021-08-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 3"
"ACH1123","2021-11-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 4"
"ACH1123","2022-02-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 5"
"ACH1123","2022-05-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 6"
"ACH1123","2022-08-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 7"
"ACH1123","2022-11-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 8"
"ACH1123","2023-02-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 9"
"ACH1123","2023-05-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 10"
"ACH1123","2023-08-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 11"
"ACH1123","2023-11-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 12"
"ACH1123","2023-11-24","ARCHE","2023-11-24","1 000,00","15 687 000,00","PLN","stałe 6%","# 13"
"ACH1124","2022-02-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 1"
"ACH1124","2022-05-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 2"
"ACH1124","2022-08-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 3"
"ACH1124","2022-11-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 4"
"ACH1124","2023-02-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 5"
"ACH1124","2023-05-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 6"
"ACH1124","2023-08-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 7"
"ACH1124","2023-11-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 8"
"ACH1124","2024-02-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 9"
"ACH1124","2024-05-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 10"
"ACH1124","2024-08-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 11"
"ACH1124","2024-11-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 12"
"ACH1124","2024-11-18","ARCHE","2024-11-18","1 000,00","20 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 13"
"ACH1125","2023-02-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 1"
"ACH1125","2023-05-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 2"
"ACH1125","2023-08-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 3"
"ACH1125","2023-11-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 4"
"ACH1125","2024-02-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 5"
"ACH1125","2024-05-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 6"
"ACH1125","2024-08-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 7"
"ACH1125","2024-11-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 8"
"ACH1125","2025-02-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 9"
"ACH1125","2025-05-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 10"
"ACH1125","2025-08-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 11"
"ACH1125","2025-11-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 12"
"ACH1125","2025-11-03","ARCHE","2025-11-03","1 000,00","12 000 000,00","PLN","zmienne WIBOR 3M +  4.7%","# 13"
"ALR0524","2016-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 1"
"ALR0524","2017-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 2"
"ALR0524","2017-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 3"
"ALR0524","2018-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 4"
"ALR0524","2018-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 5"
"ALR0524","2019-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 6"
"ALR0524","2019-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 7"
"ALR0524","2020-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 8"
"ALR0524","2020-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 9"
"ALR0524","2021-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 10"
"ALR0524","2021-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 11"
"ALR0524","2022-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 12"
"ALR0524","2022-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 13"
"ALR0524","2023-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 14"
"ALR0524","2023-11-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 15"
"ALR0524","2024-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 16"
"ALR0524","2024-05-16","ALIOR BANK","2024-05-16","1 000,00","70 000 000,00","PLN","zmienne WIBOR 6M +  3%","# 17"
"ALR0924","2015-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 1"
"ALR0924","2015-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 2"
"ALR0924","2016-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 3"
"ALR0924","2016-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 4"
"ALR0924","2017-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 5"
"ALR0924","2017-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 6"
"ALR0924","2018-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 7"
"ALR0924","2018-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 8"
"ALR0924","2019-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 9"
"ALR0924","2019-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 10"
"ALR0924","2020-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 11"
"ALR0924","2020-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 12"
"ALR0924","2021-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 13"
"ALR0924","2021-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 14"
"ALR0924","2022-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 15"
"ALR0924","2022-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 16"
"ALR0924","2023-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 17"
"ALR0924","2023-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 18"
"ALR0924","2024-03-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 19"
"ALR0924","2024-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 20"
"ALR0924","2024-09-26","ALIOR BANK","2024-09-26","1 000,00","321 700 000,00","PLN","zmienne WIBOR 6M +  3.14%","# 21"
"ALR1025","2018-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 1"
"ALR1025","2018-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 2"
"ALR1025","2019-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 3"
"ALR1025","2019-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 4"
"ALR1025","2020-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 5"
"ALR1025","2020-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 6"
"ALR1025","2021-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 7"
"ALR1025","2021-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 8"
"ALR1025","2022-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 9"
"ALR1025","2022-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 10"
"ALR1025","2023-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 11"
"ALR1025","2023-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 12"
"ALR1025","2024-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 13"
"ALR1025","2024-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 14"
"ALR1025","2025-04-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 15"
"ALR1025","2025-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 16"
"ALR1025","2025-10-20","ALIOR BANK","2025-10-20","1 000,00","600 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 17"
"ALR1225","2018-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 1"
"ALR1225","2018-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 2"
"ALR1225","2019-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 3"
"ALR1225","2019-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 4"
"ALR1225","2020-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 5"
"ALR1225","2020-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 6"
"ALR1225","2021-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 7"
"ALR1225","2021-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 8"
"ALR1225","2022-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 9"
"ALR1225","2022-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 10"
"ALR1225","2023-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 11"
"ALR1225","2023-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 12"
"ALR1225","2024-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 13"
"ALR1225","2024-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 14"
"ALR1225","2025-06-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 15"
"ALR1225","2025-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 16"
"ALR1225","2025-12-29","ALIOR BANK","2025-12-29","400 000,00","150 000 000,00","PLN","zmienne WIBOR 6M +  2.7%","# 17"
"ANW1223","2021-03-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 1"
"ANW1223","2021-06-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 2"
"ANW1223","2021-09-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 3"
"ANW1223","2021-12-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 4"
"ANW1223","2022-03-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 5"
"ANW1223","2022-06-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 6"
"ANW1223","2022-09-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 7"
"ANW1223","2022-12-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 8"
"ANW1223","2023-03-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 9"
"ANW1223","2023-06-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 10"
"ANW1223","2023-09-17","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 11"
"ANW1223","2023-12-18","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 12"
"ANW1223","2023-12-18","ANWIM","2023-12-18","1 000,00","50 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 13"
"ANW1224","2022-03-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 1"
"ANW1224","2022-06-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 2"
"ANW1224","2022-09-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 3"
"ANW1224","2022-12-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 4"
"ANW1224","2023-03-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 5"
"ANW1224","2023-06-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 6"
"ANW1224","2023-09-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 7"
"ANW1224","2023-12-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 8"
"ANW1224","2024-03-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 9"
"ANW1224","2024-06-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 10"
"ANW1224","2024-09-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 11"
"ANW1224","2024-12-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 12"
"ANW1224","2024-12-17","ANWIM","2024-12-17","1 000,00","25 000 000,00","PLN","zmienne WIBOR 3M +  4%","# 13"
"AOW0125","2022-04-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 1"
"AOW0125","2022-07-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 2"
"AOW0125","2022-10-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 3"
"AOW0125","2023-01-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 4"
"AOW0125","2023-04-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 5"
"AOW0125","2023-07-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 6"
"AOW0125","2023-10-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 7"
"AOW0125","2024-01-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 8"
"AOW0125","2024-04-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 9"
"AOW0125","2024-07-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 10"
"AOW0125","2024-10-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 11"
"AOW0125","2025-01-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 12"
"AOW0125","2025-01-25","AOW FAKTORING","2025-01-25","100,00","10 000 000,00","PLN","zmienne WIBOR 3M +  5.1%","# 13"
"AOW0424","2021-07-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 1"
"AOW0424","2021-10-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 2"
"AOW0424","2022-01-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 3"
"AOW0424","2022-04-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 4"
"AOW0424","2022-07-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 5"
"AOW0424","2022-10-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 6"
"AOW0424","2023-01-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 7"
"AOW0424","2023-04-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 8"
"AOW0424","2023-07-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 9"
"AOW0424","2023-10-30","AOW FAKTORING","2024-04-30","100,00","10 000 000,00","PLN","stałe 6%","# 10"
