"Ticker","date","Emitent","Data.wykupu","Wartosc.nominalna","Wartosc.emisji","Waluta","Oprocentowanie","numer_wyplaty"
"DKP0824","2021-11-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 2"
"DKP0824","2022-05-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 3"
"DKP0824","2022-11-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 4"
"DKP0824","2023-05-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 5"
"DKP0824","2023-11-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 6"
"DKP0824","2024-05-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 7"
"DKP0824","2024-08-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 8"
"DKP0824","2024-08-23","DEKPOL","2024-08-23","1 000,00","39 150 000,00","PLN","zmienne WIBOR 6M +  5.3%","# 9"
"DKP0925","2022-06-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 1"
"DKP0925","2022-09-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 2"
"DKP0925","2022-12-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 3"
"DKP0925","2023-03-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 4"
"DKP0925","2023-06-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 5"
"DKP0925","2023-09-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 6"
"DKP0925","2023-12-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 7"
"DKP0925","2024-03-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 8"
"DKP0925","2024-06-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 9"
"DKP0925","2024-09-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 10"
"DKP0925","2024-12-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 11"
"DKP0925","2025-03-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 12"
"DKP0925","2025-06-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 13"
"DKP0925","2025-09-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 14"
"DKP0925","2025-09-22","DEKPOL","2025-09-22","1 000,00","12 102 000,00","PLN","zmienne WIBOR 3M +  4.6%","# 15"
"DNP1023","2021-01-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 1"
"DNP1023","2021-04-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 2"
"DNP1023","2021-07-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 3"
"DNP1023","2021-10-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 4"
"DNP1023","2022-01-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 5"
"DNP1023","2022-04-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 6"
"DNP1023","2022-07-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 7"
"DNP1023","2022-10-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 8"
"DNP1023","2023-01-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 9"
"DNP1023","2023-04-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 10"
"DNP1023","2023-07-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 11"
"DNP1023","2023-10-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 12"
"DNP1023","2023-10-06","DINO POLSKA","2023-10-06","1 000,00","250 000 000,00","PLN","zmienne WIBOR 3M +  1.3%","# 13"
"DNP1025","2022-01-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 1"
"DNP1025","2022-04-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 2"
"DNP1025","2022-07-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 3"
"DNP1025","2022-10-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 4"
"DNP1025","2023-01-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 5"
"DNP1025","2023-04-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 6"
"DNP1025","2023-07-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 7"
"DNP1025","2023-10-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 8"
"DNP1025","2024-01-22","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 9"
"DNP1025","2024-04-22","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 10"
"DNP1025","2024-07-22","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 11"
"DNP1025","2024-10-21","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 12"
"DNP1025","2025-01-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 13"
"DNP1025","2025-04-21","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 14"
"DNP1025","2025-07-21","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 15"
"DNP1025","2025-10-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 16"
"DNP1025","2025-10-20","DINO POLSKA","2025-10-20","1 000,00","200 000 000,00","PLN","zmienne WIBOR 3M +  1.2%","# 17"
"DOM0526","2021-11-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 1"
"DOM0526","2022-05-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 2"
"DOM0526","2022-11-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 3"
"DOM0526","2023-05-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 4"
"DOM0526","2023-11-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 5"
"DOM0526","2024-05-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 6"
"DOM0526","2024-11-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 7"
"DOM0526","2025-05-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 8"
"DOM0526","2025-11-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 9"
"DOM0526","2026-05-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 10"
"DOM0526","2026-05-12","DOM DEVELOPMENT","2026-05-12","1 000,00","110 000 000,00","PLN","zmienne WIBOR 6M +  1.3%","# 11"
"DOM0925","2021-03-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 1"
"DOM0925","2021-09-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 2"
"DOM0925","2022-03-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 3"
"DOM0925","2022-09-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 4"
"DOM0925","2023-03-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 5"
"DOM0925","2023-09-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 6"
"DOM0925","2024-03-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 7"
"DOM0925","2024-09-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 8"
"DOM0925","2025-03-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 9"
"DOM0925","2025-09-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 10"
"DOM0925","2025-09-25","DOM DEVELOPMENT","2025-09-25","1 000,00","100 000 000,00","PLN","zmienne WIBOR 6M +  1.75%","# 11"
"DOM1023","2019-04-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 1"
"DOM1023","2019-10-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 2"
"DOM1023","2020-04-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 3"
"DOM1023","2020-10-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 4"
"DOM1023","2021-04-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 5"
"DOM1023","2021-10-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 6"
"DOM1023","2022-04-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 7"
"DOM1023","2022-10-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 8"
"DOM1023","2023-04-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 9"
"DOM1023","2023-10-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 10"
"DOM1023","2023-10-09","DOM DEVELOPMENT","2023-10-09","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 11"
"DOM1224","2020-06-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 1"
"DOM1224","2020-12-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 2"
"DOM1224","2021-06-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 3"
"DOM1224","2021-12-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 4"
"DOM1224","2022-06-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 5"
"DOM1224","2022-12-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 6"
"DOM1224","2023-06-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 7"
"DOM1224","2023-12-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 8"
"DOM1224","2024-06-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 9"
"DOM1224","2024-12-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 10"
"DOM1224","2024-12-12","DOM DEVELOPMENT","2024-12-12","1 000,00","50 000 000,00","PLN","zmienne WIBOR 6M +  1.5%","# 11"
"DVL0523","2019-08-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 1"
"DVL0523","2019-11-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 2"
"DVL0523","2020-02-24","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 3"
"DVL0523","2020-05-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 4"
"DVL0523","2020-08-24","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 5"
"DVL0523","2020-11-23","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 6"
"DVL0523","2021-02-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 7"
"DVL0523","2021-05-24","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 8"
"DVL0523","2021-08-23","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 9"
"DVL0523","2021-11-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 10"
"DVL0523","2022-02-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 11"
"DVL0523","2022-05-23","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 12"
"DVL0523","2022-08-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 13"
"DVL0523","2022-11-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 14"
"DVL0523","2023-02-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 15"
"DVL0523","2023-05-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 16"
"DVL0523","2023-05-22","DEVELIA","2023-05-22","1 000,00","60 000 000,00","PLN","zmienne WIBOR 3M +  3.8%","# 17"
"DVL0524","2021-08-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 1"
"DVL0524","2021-11-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 2"
"DVL0524","2022-02-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 3"
"DVL0524","2022-05-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 4"
"DVL0524","2022-08-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 5"
"DVL0524","2022-11-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 6"
"DVL0524","2023-02-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 7"
"DVL0524","2023-05-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 8"
"DVL0524","2023-08-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 9"
"DVL0524","2023-11-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 10"
"DVL0524","2024-02-11","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 11"
"DVL0524","2024-05-10","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 12"
"DVL0524","2024-05-10","DEVELIA","2024-05-10","1 000,00","120 310 000,00","PLN","zmienne WIBOR 3M +  2.95%","# 13"
"DVL1023","2021-01-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 1"
"DVL1023","2021-04-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 2"
"DVL1023","2021-07-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 3"
"DVL1023","2021-10-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 4"
"DVL1023","2022-01-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 5"
"DVL1023","2022-04-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 6"
"DVL1023","2022-07-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 7"
"DVL1023","2022-10-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 8"
"DVL1023","2023-01-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 9"
"DVL1023","2023-04-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 10"
"DVL1023","2023-07-07","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 11"
"DVL1023","2023-10-06","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 12"
"DVL1023","2023-10-06","DEVELIA","2023-10-06","1 000,00","61 800 000,00","PLN","zmienne WIBOR 3M +  3.3%","# 13"
"DVL1024","2022-01-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 1"
"DVL1024","2022-04-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 2"
"DVL1024","2022-07-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 3"
"DVL1024","2022-10-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 4"
"DVL1024","2023-01-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 5"
"DVL1024","2023-04-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 6"
"DVL1024","2023-07-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 7"
"DVL1024","2023-10-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 8"
"DVL1024","2024-01-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 9"
"DVL1024","2024-04-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 10"
"DVL1024","2024-07-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 11"
"DVL1024","2024-10-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 12"
"DVL1024","2024-10-08","DEVELIA","2024-10-08","1 000,00","100 000 000,00","PLN","zmienne WIBOR 3M +  2.7%","# 13"
"DVL1225","2023-03-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 1"
"DVL1225","2023-06-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 2"
"DVL1225","2023-09-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 3"
"DVL1225","2023-12-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 4"
"DVL1225","2024-03-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 5"
"DVL1225","2024-06-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 6"
"DVL1225","2024-09-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 7"
"DVL1225","2024-12-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 8"
"DVL1225","2025-03-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 9"
"DVL1225","2025-06-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 10"
"DVL1225","2025-09-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 11"
"DVL1225","2025-12-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 12"
"DVL1225","2025-12-20","DEVELIA","2025-12-20","1 000,00","15 442 000,00","PLN","zmienne WIBOR 3M +  4.1%","# 13"
"EC11024","2021-10-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 1"
"EC11024","2022-04-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 2"
"EC11024","2022-10-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 3"
"EC11024","2023-04-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 4"
"EC11024","2023-10-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 5"
"EC11024","2024-04-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 6"
"EC11024","2024-10-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 7"
"EC11024","2024-10-22","ECHO INVESTMENT","2024-10-22","1 000,00","188 000 000,00","PLN","stałe 5%","# 8"
"ECH0125","2022-07-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 1"
"ECH0125","2023-01-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 2"
"ECH0125","2023-07-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 3"
"ECH0125","2024-01-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 4"
"ECH0125","2024-07-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 5"
"ECH0125","2025-01-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 6"
"ECH0125","2025-01-10","ECHO INVESTMENT","2025-01-10","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 7"
"ECH0226","2022-08-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 1"
"ECH0226","2023-02-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 2"
"ECH0226","2023-08-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 3"
"ECH0226","2024-02-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 4"
"ECH0226","2024-08-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 5"
"ECH0226","2025-02-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 6"
"ECH0226","2025-08-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 7"
"ECH0226","2026-02-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 8"
"ECH0226","2026-02-22","ECHO INVESTMENT","2026-02-22","100,00","50 000 000,00","PLN","zmienne WIBOR 6M +  4%","# 9"
"ECH0325","2021-09-17","ECHO INVESTMENT","2025-03-17","10 000,00","195 000 000,00","PLN","zmienne WIBOR 6M +  4.45%","# 1"
"ECH0325","2022-03-17","ECHO INVESTMENT","2025-03-17","10 000,00","195 000 000,00","PLN","zmienne WIBOR 6M +  4.45%","# 2"
"ECH0325","2022-09-17","ECHO INVESTMENT","2025-03-17","10 000,00","195 000 000,00","PLN","zmienne WIBOR 6M +  4.45%","# 3"
"ECH0325","2023-03-17","ECHO INVESTMENT","2025-03-17","10 000,00","195 000 000,00","PLN","zmienne WIBOR 6M +  4.45%","# 4"
